         50343999 function calls (50336476 primitive calls) in 552.551 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1443(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1473(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:218(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:238(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:273(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:291(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:304(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:329(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.011    0.011 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.001    0.001 fftpack.py:32(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:1018(_make_key)
        1    0.000    0.000    0.000    0.000 figure.py:1021(fixitems)
        1    0.000    0.000    0.000    0.000 figure.py:1037(fixlist)
        1    0.000    0.000    0.000    0.000 figure.py:105(_entry_from_axes)
        1    0.000    0.000    0.000    0.000 figure.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:113(bubble)
        1    0.000    0.000    0.040    0.040 figure.py:12(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:120(add)
        1    0.000    0.000    0.024    0.024 figure.py:1216(add_subplot)
        2    0.000    0.000    0.000    0.000 figure.py:150(current_key_axes)
        1    0.000    0.000    0.000    0.000 figure.py:1578(clf)
        2    0.000    0.000    0.000    0.000 figure.py:162(__call__)
        1    0.000    0.000    0.000    0.000 figure.py:165(__contains__)
        1    0.000    0.000    0.000    0.000 figure.py:169(SubplotParams)
        1    0.000    0.000    0.000    0.000 figure.py:173(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:1814(_set_artist_props)
        1    0.000    0.000    0.000    0.000 figure.py:1865(sca)
        1    0.000    0.000    0.000    0.000 figure.py:1966(add_axobserver)
        2    0.000    0.000    0.000    0.000 figure.py:204(update)
       12    0.000    0.000    0.000    0.000 figure.py:240(_update_this)
        1    0.000    0.000    0.000    0.000 figure.py:250(Figure)
        1    0.001    0.001    0.004    0.004 figure.py:280(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:447(_get_axes)
        1    0.000    0.000    0.000    0.000 figure.py:457(_get_dpi)
        1    0.000    0.000    0.000    0.000 figure.py:460(_set_dpi)
        1    0.000    0.000    0.000    0.000 figure.py:481(set_tight_layout)
        2    0.000    0.000    0.000    0.000 figure.py:499(get_constrained_layout)
        1    0.000    0.000    0.000    0.000 figure.py:507(set_constrained_layout)
        1    0.000    0.000    0.000    0.000 figure.py:538(set_constrained_layout_pads)
       19    0.000    0.000    0.000    0.000 figure.py:55(_stale_figure_callback)
        1    0.000    0.000    0.000    0.000 figure.py:60(AxesStack)
        1    0.000    0.000    0.000    0.000 figure.py:76(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:775(set_canvas)
        3    0.000    0.000    0.000    0.000 figure.py:80(as_list)
        3    0.000    0.000    0.000    0.000 figure.py:84(<listcomp>)
        3    0.000    0.000    0.000    0.000 figure.py:86(<listcomp>)
        1    0.000    0.000    0.000    0.000 figure.py:871(set_size_inches)
        2    0.000    0.000    0.000    0.000 figure.py:88(get)
        3    0.000    0.000    0.000    0.000 figure.py:894(<genexpr>)
        1    0.000    0.000    0.000    0.000 figure.py:911(get_size_inches)
        1    0.000    0.000    0.039    0.039 figureoptions.py:6(<module>)
        1    0.000    0.000    0.001    0.001 financial.py:12(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       17    0.000    0.000    0.000    0.000 font_manager.py:1009(get_default_size)
        1    0.000    0.000    0.008    0.008 font_manager.py:21(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:284(FontEntry)
        1    0.000    0.000    0.000    0.000 font_manager.py:516(FontProperties)
       19    0.000    0.000    0.001    0.000 font_manager.py:575(__init__)
       17    0.000    0.000    0.000    0.000 font_manager.py:708(set_family)
       17    0.000    0.000    0.000    0.000 font_manager.py:721(set_style)
       17    0.000    0.000    0.000    0.000 font_manager.py:732(set_variant)
       17    0.000    0.000    0.000    0.000 font_manager.py:742(set_weight)
       17    0.000    0.000    0.000    0.000 font_manager.py:760(set_stretch)
       17    0.000    0.000    0.000    0.000 font_manager.py:778(set_size)
       17    0.000    0.000    0.000    0.000 font_manager.py:803(set_file)
        2    0.000    0.000    0.000    0.000 font_manager.py:827(copy)
        1    0.000    0.000    0.000    0.000 font_manager.py:832(JSONEncoder)
      291    0.001    0.000    0.001    0.000 font_manager.py:850(_json_decode)
        1    0.000    0.000    0.002    0.002 font_manager.py:883(json_load)
       36    0.000    0.000    0.000    0.000 font_manager.py:895(_normalize_font_family)
        1    0.000    0.000    0.000    0.000 font_manager.py:901(TempCache)
        1    0.000    0.000    0.000    0.000 font_manager.py:939(FontManager)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:113(parse)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:132(_family)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_name)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_families)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:145(<listcomp>)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.024    0.024 fontconfig_pattern.py:7(<module>)
        1    0.000    0.000    0.000    0.000 format.py:156(<module>)
        1    0.000    0.000    0.000    0.000 formlayout.py:102(ColorLayout)
        1    0.000    0.000    0.000    0.000 formlayout.py:159(FontLayout)
        1    0.000    0.000    0.000    0.000 formlayout.py:208(FormWidget)
        1    0.000    0.000    0.038    0.038 formlayout.py:33(<module>)
        1    0.000    0.000    0.000    0.000 formlayout.py:332(FormComboWidget)
        1    0.000    0.000    0.000    0.000 formlayout.py:361(FormTabWidget)
        1    0.000    0.000    0.000    0.000 formlayout.py:388(FormDialog)
        1    0.000    0.000    0.000    0.000 formlayout.py:55(ColorButton)
        1    0.000    0.000    0.000    0.000 formsubplottool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formsubplottool.py:4(UiSubplotTool)
  5000059    5.089    0.000   34.960    0.000 fromnumeric.py:1933(any)
       38    0.000    0.000    0.000    0.000 fromnumeric.py:2016(all)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2092(cumsum)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2227(amax)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:2337(amin)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:36(_wrapit)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:49(_wrapfunc)
  5000121    9.403    0.000   29.872    0.000 fromnumeric.py:64(_wrapreduction)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
       16    0.000    0.000    0.000    0.000 function_base.py:1079(diff)
       60    0.000    0.000    0.000    0.000 function_base.py:13(_index_deprecate)
        1    0.000    0.000    0.000    0.000 function_base.py:1760(vectorize)
        5    0.000    0.000    0.000    0.000 function_base.py:1912(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:1929(<listcomp>)
        1    0.000    0.000    0.000    0.000 function_base.py:1944(__call__)
        1    0.000    0.000    0.000    0.000 function_base.py:1974(_get_ufunc_and_otypes)
        1    0.000    0.000    0.000    0.000 function_base.py:2035(_vectorize_call)
        1    0.000    0.000    0.000    0.000 function_base.py:2045(<listcomp>)
       26    0.000    0.000    0.000    0.000 function_base.py:241(iterable)
       60    0.001    0.000    0.002    0.000 function_base.py:25(linspace)
      282    0.000    0.000    0.002    0.000 function_base.py:3895(add_newdoc)
      254    0.001    0.000    0.003    0.000 functools.py:37(update_wrapper)
       16    0.000    0.000    0.000    0.000 functools.py:445(lru_cache)
       16    0.000    0.000    0.000    0.000 functools.py:476(decorating_function)
      238    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        8    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
        1    0.000    0.000    0.000    0.000 geo.py:17(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 geo.py:241(_GeoTransform)
        1    0.000    0.000    0.000    0.000 geo.py:268(AitoffAxes)
        1    0.000    0.000    0.000    0.000 geo.py:271(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:298(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:319(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:322(HammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:344(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:368(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:371(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:413(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:442(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:445(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:488(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 getlimits.py:100(_str_xmax)
        1    0.000    0.000    0.000    0.000 getlimits.py:104(_str_resolution)
        5    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
        1    0.000    0.000    0.000    0.000 getlimits.py:251(_get_machar)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(finfo)
       11    0.000    0.000    0.000    0.000 getlimits.py:376(__new__)
        1    0.000    0.000    0.000    0.000 getlimits.py:409(_init)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        5    0.000    0.000    0.000    0.000 getlimits.py:71(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:88(_str_eps)
        1    0.000    0.000    0.000    0.000 getlimits.py:92(_str_epsneg)
        1    0.000    0.000    0.000    0.000 getlimits.py:96(_str_xmin)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.002    0.002 gridspec.py:14(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:145(__getitem__)
        1    0.000    0.000    0.000    0.000 gridspec.py:150(_normalize)
        1    0.000    0.000    0.000    0.000 gridspec.py:175(GridSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:182(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:288(get_subplot_params)
        1    0.000    0.000    0.000    0.000 gridspec.py:30(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:305(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:348(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:36(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:409(SubplotSpec)
        1    0.000    0.000    0.000    0.000 gridspec.py:413(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:450(get_gridspec)
        1    0.000    0.000    0.002    0.002 gridspec.py:478(get_position)
        3    0.000    0.000    0.000    0.000 gridspec.py:58(get_geometry)
        1    0.000    0.000    0.000    0.000 gridspec.py:73(set_width_ratios)
        1    0.000    0.000    0.000    0.000 gridspec.py:82(set_height_ratios)
        1    0.000    0.000    0.002    0.002 gridspec.py:91(get_grid_positions)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.004    0.004 hashlib.py:54(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 helper.py:224(_FFTCache)
        2    0.000    0.000    0.000    0.000 helper.py:245(__init__)
